Date Time,Station,Flow
1/2/2015 21:47,S5A-P-Q,0
1/2/2015 21:57,S5A-P-Q,0
1/2/2015 22:05,S5A-P-Q,0
1/2/2015 22:11,S5A-P-Q,0
1/2/2015 22:17,S5A-P-Q,0
1/2/2015 22:19,S5A-P-Q,0
1/2/2015 22:22,S5A-P-Q,0
1/2/2015 22:33,S5A-P-Q,0
1/2/2015 22:38,S5A-P-Q,0
1/2/2015 22:42,S5A-P-Q,0
1/2/2015 22:48,S5A-P-Q,0
1/2/2015 22:52,S5A-P-Q,0
1/2/2015 23:01,S5A-P-Q,0
1/2/2015 23:11,S5A-P-Q,0
1/2/2015 23:12,S5A-P-Q,0
1/2/2015 23:19,S5A-P-Q,0
1/2/2015 23:19,S5A-P-Q,0
1/2/2015 23:22,S5A-P-Q,0
1/2/2015 23:32,S5A-P-Q,0
1/2/2015 23:37,S5A-P-Q,0
1/2/2015 23:42,S5A-P-Q,0
1/2/2015 23:49,S5A-P-Q,0
1/2/2015 23:57,S5A-P-Q,0
1/3/2015 0:09,S5A-P-Q,0
1/3/2015 0:14,S5A-P-Q,0
1/3/2015 0:19,S5A-P-Q,0
1/3/2015 0:19,S5A-P-Q,0
1/3/2015 0:23,S5A-P-Q,0
1/3/2015 0:29,S5A-P-Q,0
1/3/2015 0:39,S5A-P-Q,0
1/3/2015 0:43,S5A-P-Q,0
1/3/2015 0:51,S5A-P-Q,0
1/3/2015 0:53,S5A-P-Q,0
1/3/2015 1:00,S5A-P-Q,0
1/3/2015 1:18,S5A-P-Q,0
1/3/2015 1:18,S5A-P-Q,0
1/3/2015 1:19,S5A-P-Q,0
1/3/2015 1:28,S5A-P-Q,0
1/3/2015 1:36,S5A-P-Q,0
1/3/2015 1:41,S5A-P-Q,0
1/3/2015 1:51,S5A-P-Q,0
1/3/2015 1:51,S5A-P-Q,0
1/3/2015 2:02,S5A-P-Q,0
1/3/2015 2:13,S5A-P-Q,0
1/3/2015 2:14,S5A-P-Q,0
1/3/2015 2:19,S5A-P-Q,0
1/3/2015 2:24,S5A-P-Q,0
1/3/2015 2:32,S5A-P-Q,0
1/3/2015 2:32,S5A-P-Q,0
1/3/2015 2:46,S5A-P-Q,0
1/3/2015 2:48,S5A-P-Q,0
1/3/2015 2:56,S5A-P-Q,0
1/3/2015 3:07,S5A-P-Q,0
1/3/2015 3:19,S5A-P-Q,0
1/3/2015 3:19,S5A-P-Q,0
1/3/2015 3:19,S5A-P-Q,0
1/3/2015 3:24,S5A-P-Q,0
1/3/2015 3:27,S5A-P-Q,0
1/3/2015 3:40,S5A-P-Q,0
1/3/2015 3:51,S5A-P-Q,0
1/3/2015 3:53,S5A-P-Q,0
1/3/2015 4:01,S5A-P-Q,0
1/3/2015 4:12,S5A-P-Q,0
1/3/2015 4:19,S5A-P-Q,0
1/3/2015 4:25,S5A-P-Q,0
1/3/2015 4:27,S5A-P-Q,0
1/3/2015 4:34,S5A-P-Q,0
1/3/2015 4:43,S5A-P-Q,0
1/3/2015 4:52,S5A-P-Q,0
1/3/2015 4:52,S5A-P-Q,0
1/3/2015 5:02,S5A-P-Q,0
1/3/2015 5:13,S5A-P-Q,0
1/3/2015 5:19,S5A-P-Q,0
1/3/2015 5:20,S5A-P-Q,0
1/3/2015 5:23,S5A-P-Q,0
1/3/2015 5:28,S5A-P-Q,0
1/3/2015 5:41,S5A-P-Q,0
1/3/2015 5:52,S5A-P-Q,0
1/3/2015 6:01,S5A-P-Q,0
1/3/2015 6:06,S5A-P-Q,0
1/3/2015 6:07,S5A-P-Q,471.1
1/3/2015 6:08,S5A-P-Q,470.56
1/3/2015 6:08,S5A-P-Q,470.77
1/3/2015 6:10,S5A-P-Q,468.68
1/3/2015 6:10,S5A-P-Q,469.84
1/3/2015 6:12,S5A-P-Q,469.33
1/3/2015 6:12,S5A-P-Q,468.89
1/3/2015 6:13,S5A-P-Q,670.17
1/3/2015 6:14,S5A-P-Q,840.37
1/3/2015 6:14,S5A-P-Q,840.15
1/3/2015 6:15,S5A-P-Q,840.08
1/3/2015 6:16,S5A-P-Q,839.42
1/3/2015 6:17,S5A-P-Q,839.92
1/3/2015 6:17,S5A-P-Q,839.98
1/3/2015 6:18,S5A-P-Q,842.61
1/3/2015 6:18,S5A-P-Q,862.39
1/3/2015 6:19,S5A-P-Q,861.71
1/3/2015 6:19,S5A-P-Q,861.81
1/3/2015 6:29,S5A-P-Q,860.82
1/3/2015 6:37,S5A-P-Q,859.86
1/3/2015 6:41,S5A-P-Q,859.21
1/3/2015 6:43,S5A-P-Q,859.05
1/3/2015 6:48,S5A-P-Q,858.32
1/3/2015 6:59,S5A-P-Q,857.28
1/3/2015 7:05,S5A-P-Q,856.52
1/3/2015 7:07,S5A-P-Q,856.08
1/3/2015 7:08,S5A-P-Q,855.86
1/3/2015 7:11,S5A-P-Q,855.25
1/3/2015 7:14,S5A-P-Q,854.53
1/3/2015 7:14,S5A-P-Q,854.36
1/3/2015 7:17,S5A-P-Q,853.76
1/3/2015 7:19,S5A-P-Q,853.45
1/3/2015 7:25,S5A-P-Q,853.62
1/3/2015 7:26,S5A-P-Q,853.63
1/3/2015 7:33,S5A-P-Q,853.97
1/3/2015 7:44,S5A-P-Q,854.55
1/3/2015 7:51,S5A-P-Q,854.82
1/3/2015 7:59,S5A-P-Q,855.29
1/3/2015 8:01,S5A-P-Q,855.31
1/3/2015 8:10,S5A-P-Q,855.34
1/3/2015 8:12,S5A-P-Q,855.33
1/3/2015 8:17,S5A-P-Q,855.13
1/3/2015 8:18,S5A-P-Q,855.09
1/3/2015 8:19,S5A-P-Q,855.05
1/3/2015 8:26,S5A-P-Q,854.36
1/3/2015 8:27,S5A-P-Q,854.24
1/3/2015 8:38,S5A-P-Q,853.49
1/3/2015 8:48,S5A-P-Q,852.75
1/3/2015 8:48,S5A-P-Q,852.71
1/3/2015 8:55,S5A-P-Q,852.06
1/3/2015 9:04,S5A-P-Q,851.33
1/3/2015 9:15,S5A-P-Q,850.47
1/3/2015 9:16,S5A-P-Q,850.45
1/3/2015 9:19,S5A-P-Q,850.17
1/3/2015 9:21,S5A-P-Q,849.81
1/3/2015 9:27,S5A-P-Q,849.44
1/3/2015 9:37,S5A-P-Q,848.77
1/3/2015 9:39,S5A-P-Q,848.68
1/3/2015 9:46,S5A-P-Q,847.9
1/3/2015 9:47,S5A-P-Q,847.85
1/3/2015 9:54,S5A-P-Q,847.05
1/3/2015 9:56,S5A-P-Q,846.91
1/3/2015 10:04,S5A-P-Q,846.39
1/3/2015 10:11,S5A-P-Q,845.81
1/3/2015 10:14,S5A-P-Q,845.57
1/3/2015 10:19,S5A-P-Q,845.06
1/3/2015 10:20,S5A-P-Q,844.8
1/3/2015 10:21,S5A-P-Q,844.71
1/3/2015 10:27,S5A-P-Q,844.16
1/3/2015 10:32,S5A-P-Q,843.84
1/3/2015 10:39,S5A-P-Q,843.41
1/3/2015 10:45,S5A-P-Q,843.04
1/3/2015 10:50,S5A-P-Q,842.6
1/3/2015 10:52,S5A-P-Q,842.31
1/3/2015 10:58,S5A-P-Q,841.79
1/3/2015 11:03,S5A-P-Q,841.51
1/3/2015 11:13,S5A-P-Q,840.97
1/3/2015 11:16,S5A-P-Q,840.84
1/3/2015 11:19,S5A-P-Q,840.58
1/3/2015 11:23,S5A-P-Q,839.65
1/3/2015 11:25,S5A-P-Q,839.42
1/3/2015 11:37,S5A-P-Q,837.95
1/3/2015 11:39,S5A-P-Q,837.71
1/3/2015 11:48,S5A-P-Q,836.82
1/3/2015 11:51,S5A-P-Q,836.58
1/3/2015 11:58,S5A-P-Q,835.92
1/3/2015 12:03,S5A-P-Q,835.02
1/3/2015 12:03,S5A-P-Q,834.97
1/3/2015 12:14,S5A-P-Q,833.87
1/3/2015 12:19,S5A-P-Q,833.32
1/3/2015 12:23,S5A-P-Q,833
1/3/2015 12:24,S5A-P-Q,832.92
1/3/2015 12:35,S5A-P-Q,831.85
1/3/2015 12:39,S5A-P-Q,831.61
1/3/2015 12:47,S5A-P-Q,831.3
1/3/2015 12:51,S5A-P-Q,830.72
1/3/2015 13:03,S5A-P-Q,829.86
1/3/2015 13:03,S5A-P-Q,829.84
1/3/2015 13:15,S5A-P-Q,829.2
1/3/2015 13:19,S5A-P-Q,828.81
1/3/2015 13:21,S5A-P-Q,828.6
1/3/2015 13:29,S5A-P-Q,828.14
1/3/2015 13:33,S5A-P-Q,827.94
1/3/2015 13:42,S5A-P-Q,827.15
1/3/2015 13:49,S5A-P-Q,826.68
1/3/2015 13:53,S5A-P-Q,826.41
1/3/2015 13:59,S5A-P-Q,825.76
1/3/2015 14:05,S5A-P-Q,825.21
1/3/2015 14:12,S5A-P-Q,824.64
1/3/2015 14:19,S5A-P-Q,824.26
1/3/2015 14:26,S5A-P-Q,824.15
1/3/2015 14:28,S5A-P-Q,824.13
1/3/2015 14:37,S5A-P-Q,823.88
1/3/2015 14:43,S5A-P-Q,823.74
1/3/2015 14:51,S5A-P-Q,823.67
1/3/2015 15:02,S5A-P-Q,823.5
1/3/2015 15:09,S5A-P-Q,823.34
1/3/2015 15:13,S5A-P-Q,823.2
1/3/2015 15:19,S5A-P-Q,822.99
1/3/2015 15:20,S5A-P-Q,822.72
1/3/2015 15:22,S5A-P-Q,822.45
1/3/2015 15:34,S5A-P-Q,821.3
1/3/2015 15:45,S5A-P-Q,820.49
1/3/2015 15:46,S5A-P-Q,820.46
1/3/2015 15:54,S5A-P-Q,819.38
1/3/2015 16:06,S5A-P-Q,818.2
1/3/2015 16:12,S5A-P-Q,817.63
1/3/2015 16:17,S5A-P-Q,817.11
1/3/2015 16:19,S5A-P-Q,817.05
1/3/2015 16:28,S5A-P-Q,816.37
1/3/2015 16:33,S5A-P-Q,816.01
1/3/2015 16:38,S5A-P-Q,815.67
1/3/2015 16:50,S5A-P-Q,814.84
1/3/2015 16:57,S5A-P-Q,814.34
1/3/2015 17:02,S5A-P-Q,814.1
1/3/2015 17:12,S5A-P-Q,813.48
1/3/2015 17:19,S5A-P-Q,813.17
1/3/2015 17:23,S5A-P-Q,812.62
1/3/2015 17:37,S5A-P-Q,811.86
1/3/2015 17:39,S5A-P-Q,811.74
1/3/2015 17:49,S5A-P-Q,812.13
1/3/2015 17:53,S5A-P-Q,813
1/3/2015 17:54,S5A-P-Q,487.86
1/3/2015 17:55,S5A-P-Q,332.46
1/3/2015 17:56,S5A-P-Q,333.07
1/3/2015 17:56,S5A-P-Q,334.57
1/3/2015 17:57,S5A-P-Q,0
1/3/2015 17:57,S5A-P-Q,0
1/3/2015 17:58,S5A-P-Q,0
1/3/2015 17:58,S5A-P-Q,0
1/3/2015 17:59,S5A-P-Q,0
1/3/2015 18:00,S5A-P-Q,0
1/3/2015 18:00,S5A-P-Q,0
1/3/2015 18:02,S5A-P-Q,0
1/3/2015 18:08,S5A-P-Q,0
1/3/2015 18:14,S5A-P-Q,0
1/3/2015 18:19,S5A-P-Q,0
1/3/2015 18:19,S5A-P-Q,0
1/3/2015 18:21,S5A-P-Q,0
1/3/2015 18:25,S5A-P-Q,0
1/3/2015 18:28,S5A-P-Q,0
1/3/2015 18:30,S5A-P-Q,0
1/3/2015 18:34,S5A-P-Q,0
1/3/2015 18:36,S5A-P-Q,0
1/3/2015 18:38,S5A-P-Q,0
1/3/2015 18:46,S5A-P-Q,0
1/3/2015 18:54,S5A-P-Q,0
1/3/2015 18:57,S5A-P-Q,0
1/3/2015 18:58,S5A-P-Q,0
1/3/2015 18:59,S5A-P-Q,0
1/3/2015 19:01,S5A-P-Q,0
1/3/2015 19:06,S5A-P-Q,0
1/3/2015 19:09,S5A-P-Q,0
1/3/2015 19:11,S5A-P-Q,0
1/3/2015 19:19,S5A-P-Q,0
1/3/2015 19:20,S5A-P-Q,0
1/3/2015 19:21,S5A-P-Q,0
1/3/2015 19:29,S5A-P-Q,0
1/3/2015 19:29,S5A-P-Q,0
1/3/2015 19:41,S5A-P-Q,0
1/3/2015 19:54,S5A-P-Q,0
1/3/2015 19:59,S5A-P-Q,0
1/3/2015 20:01,S5A-P-Q,0
1/3/2015 20:05,S5A-P-Q,0
1/3/2015 20:10,S5A-P-Q,0
1/3/2015 20:15,S5A-P-Q,0
1/3/2015 20:19,S5A-P-Q,0
1/3/2015 20:20,S5A-P-Q,0
1/3/2015 20:31,S5A-P-Q,0
1/3/2015 20:35,S5A-P-Q,0
1/3/2015 20:40,S5A-P-Q,0
1/3/2015 20:51,S5A-P-Q,0
1/3/2015 20:59,S5A-P-Q,0
1/3/2015 21:04,S5A-P-Q,0
1/3/2015 21:07,S5A-P-Q,0
1/3/2015 21:10,S5A-P-Q,0
1/3/2015 21:16,S5A-P-Q,0
1/3/2015 21:18,S5A-P-Q,0
1/3/2015 21:19,S5A-P-Q,0
1/3/2015 21:29,S5A-P-Q,0
1/3/2015 21:37,S5A-P-Q,0
1/3/2015 21:38,S5A-P-Q,0
1/3/2015 21:48,S5A-P-Q,0
1/3/2015 21:48,S5A-P-Q,0
1/3/2015 22:00,S5A-P-Q,0
1/3/2015 22:11,S5A-P-Q,0
1/3/2015 22:12,S5A-P-Q,0
1/3/2015 22:19,S5A-P-Q,0
1/3/2015 22:20,S5A-P-Q,0
1/3/2015 22:20,S5A-P-Q,0
1/3/2015 22:30,S5A-P-Q,0
1/3/2015 22:39,S5A-P-Q,0
1/3/2015 22:41,S5A-P-Q,0
1/3/2015 22:49,S5A-P-Q,0
1/3/2015 22:57,S5A-P-Q,0
1/3/2015 22:59,S5A-P-Q,0
1/3/2015 23:09,S5A-P-Q,0
1/3/2015 23:11,S5A-P-Q,0
1/3/2015 23:18,S5A-P-Q,0
1/3/2015 23:19,S5A-P-Q,0
1/3/2015 23:20,S5A-P-Q,0
1/3/2015 23:30,S5A-P-Q,0
1/3/2015 23:41,S5A-P-Q,0
1/3/2015 23:42,S5A-P-Q,0
1/3/2015 23:52,S5A-P-Q,0
1/3/2015 23:55,S5A-P-Q,0
1/4/2015 0:05,S5A-P-Q,0
1/4/2015 0:12,S5A-P-Q,0
1/4/2015 0:15,S5A-P-Q,0
1/4/2015 0:19,S5A-P-Q,0
1/4/2015 0:21,S5A-P-Q,0
1/4/2015 0:26,S5A-P-Q,0
1/4/2015 0:38,S5A-P-Q,0
